"","Genename","Heart_ZT0_1","Heart_ZT0_2","Heart_ZT12_1","Heart_ZT12_2","Liver_ZT0_1","Liver_ZT0_2","Liver_ZT12_1","Liver_ZT12_2"
"ENSMUSG00000055720.11","Ubl7",1376,1103,1245,492,666,847,437,387
"ENSMUSG00000038264.9","Sema7a",1037,907,1538,487,1,2,3,1
"ENSMUSG00000032323.14","Cyp11a1",2,4,5,5,0,0,0,0
"ENSMUSG00000032327.15","Stra6",9,14,7,2,0,0,0,0
"ENSMUSG00000037206.16","Islr",978,708,959,356,81,111,89,43
"ENSMUSG00000036986.17","Pml",405,346,378,148,447,694,267,164
"ENSMUSG00000032333.7","Stoml1",324,252,384,132,60,68,68,39
"ENSMUSG00000032334.11","Loxl1",1489,1254,1385,317,45,48,39,9
"ENSMUSG00000036244.6","Tbc1d21",13,3,11,1,0,0,0,0
"ENSMUSG00000066607.6","Insyn1",1133,989,857,358,1,6,0,0
"ENSMUSG00000035914.12","Cd276",91,69,150,55,34,33,58,24
"ENSMUSG00000032336.19","Nptn",2497,2009,2643,1033,636,1044,693,546
"ENSMUSG00000074269.11","Rec114",57,51,43,23,21,34,15,22
"ENSMUSG00000032338.10","Hcn4",635,356,428,172,0,0,0,0
"ENSMUSG00000032340.9","Neo1",2678,2006,2848,1145,311,455,223,115
"ENSMUSG00000025236.12","Adpgk",333,258,316,101,319,454,243,155
"ENSMUSG00000025235.9","Bbs4",56,39,89,25,15,45,39,16
"ENSMUSG00000025234.12","Arih1",3268,2666,2726,1004,918,1760,739,488
"ENSMUSG00000049526.9","Tmem202",9,5,6,6,0,1,0,0
"ENSMUSG00000025232.9","Hexa",2140,1747,1971,609,864,961,879,653
"ENSMUSG00000032297.12","Celf6",2,0,2,0,0,2,0,0
"ENSMUSG00000025237.17","Parp6",862,642,618,235,259,293,177,122
"ENSMUSG00000032294.18","Pkm",32291,27236,27865,11242,387,565,271,148
"ENSMUSG00000074259.11","Gramd2a",6,1,4,0,1,3,3,0
"ENSMUSG00000051705.14","Senp8",245,190,194,54,35,51,37,30
"ENSMUSG00000039585.16","Myo9a",110,85,132,48,7,11,16,7
"ENSMUSG00000032289.16","Thsd4",190,171,186,81,14,31,10,7
"ENSMUSG00000047766.16","Lrrc49",189,114,197,52,2,7,5,5
"ENSMUSG00000034839.6","Larp6",47,42,61,12,3,2,2,0
"ENSMUSG00000034485.11","Uaca",2298,2007,2756,932,140,180,146,101
"ENSMUSG00000032280.18","Tle3",526,490,470,163,295,462,259,178
"ENSMUSG00000007892.9","Rplp1",8853,7169,7417,2695,6388,7081,2477,1739
"ENSMUSG00000032254.11","Kif23",49,43,38,21,15,20,9,3
"ENSMUSG00000032278.12","Paqr5",1,2,8,1,0,2,1,0
"ENSMUSG00000032252.15","Glce",519,391,571,182,408,595,364,287
"ENSMUSG00000032249.15","Anp32a",3332,2635,3445,1214,3230,3231,1245,949
"ENSMUSG00000041729.16","Coro2b",611,451,437,161,53,59,32,17
"ENSMUSG00000032243.9","Itga11",127,83,94,24,7,6,9,3
"ENSMUSG00000032244.10","Fem1b",1023,858,814,300,333,613,243,156
"ENSMUSG00000032245.13","Cln6",9,5,9,2,0,1,1,0
"ENSMUSG00000032246.15","Calml4",16,11,16,2,15,21,20,8
"ENSMUSG00000032405.11","Pias1",694,582,853,326,260,456,206,164
"ENSMUSG00000022245.16","Skor1",3,1,8,1,0,0,0,0
"ENSMUSG00000058444.9","Map2k5",595,467,676,274,464,525,320,223
"ENSMUSG00000032403.9","2300009A05Rik",146,90,151,63,100,100,43,46
"ENSMUSG00000037257.9","Aagab",624,520,711,263,662,854,435,426
"ENSMUSG00000032402.13","Smad3",727,680,595,216,266,325,203,144
"ENSMUSG00000036867.8","Smad6",531,420,470,177,61,60,48,21
"ENSMUSG00000032401.16","Lctl",1,0,6,1,0,0,0,0
"ENSMUSG00000032400.19","Zwilch",12,10,21,10,6,3,10,1
"ENSMUSG00000032399.9","Rpl4",12035,10143,11356,4159,9095,13838,7523,6081
"ENSMUSG00000032398.8","Snapc5",495,399,384,160,234,284,182,167
"ENSMUSG00000004936.9","Map2k1",1391,1125,1459,545,818,1258,588,396
"ENSMUSG00000032397.8","Tipin",169,130,220,94,99,110,70,49
"ENSMUSG00000032396.18","Dis3l",1180,1063,1088,403,536,805,343,258
"ENSMUSG00000036466.18","Megf11",100,63,75,28,20,16,3,2
"ENSMUSG00000004771.13","Rab11a",1770,1417,1803,628,724,1029,514,456
"ENSMUSG00000053641.10","Dennd4a",371,296,360,118,569,1091,470,311
"ENSMUSG00000034452.8","Slc24a1",7,5,12,8,0,0,0,0
"ENSMUSG00000034263.14","Ints14",633,530,533,203,260,375,157,116
"ENSMUSG00000033629.7","Hacd3",805,644,650,230,3212,4454,3872,2651
"ENSMUSG00000032393.16","Dpp8",1021,810,984,342,109,305,225,138
"ENSMUSG00000032816.17","Igdcc4",648,544,618,290,5,1,8,0
"ENSMUSG00000032394.7","Igdcc3",8,10,2,4,1,0,0,0
"ENSMUSG00000032392.12","Parp16",163,118,151,41,741,1338,353,254
"ENSMUSG00000042254.15","Cilp",1004,646,658,229,5,4,6,4
"ENSMUSG00000015357.11","Clpx",2297,1909,3777,1349,6763,10809,756,626
"ENSMUSG00000041837.5","Pdcd7",497,329,397,173,149,135,88,57
"ENSMUSG00000086228.4","Ubap1l",8,11,22,7,10,17,3,5
"ENSMUSG00000054978.4","Kbtbd13",174,124,140,57,2,3,0,0
"ENSMUSG00000041696.15","Rasl12",302,257,390,142,4,4,3,0
"ENSMUSG00000053862.7","Slc51b",4,3,10,5,0,8,10,0
"ENSMUSG00000059183.13","Mtfmt",180,116,174,89,164,160,125,66
"ENSMUSG00000032388.8","Spg21",281,191,325,148,495,647,351,310
"ENSMUSG00000066510.6","Ankdd1a",0,1,0,0,5,0,1,0
"ENSMUSG00000050721.10","Plekho2",563,478,473,156,117,184,135,68
"ENSMUSG00000041064.15","Pif1",2,5,7,2,4,0,0,3
"ENSMUSG00000032387.16","Rbpms2",1117,848,1003,430,1285,1478,722,597
"ENSMUSG00000040652.18","Oaz2",3340,2706,3570,1588,388,459,322,305
"ENSMUSG00000040524.10","Zfp609",1448,1148,1305,459,312,788,225,139
"ENSMUSG00000032386.16","Trip4",681,517,599,251,1157,1690,969,730
"ENSMUSG00000032384.17","Csnk1g1",408,303,418,156,104,172,45,49
"ENSMUSG00000032383.8","Ppib",634,500,609,173,3044,4134,1646,1230
"ENSMUSG00000039452.7","Snx22",4,2,1,2,5,0,0,0
"ENSMUSG00000032382.15","Snx1",767,585,657,220,326,559,247,168
"ENSMUSG00000032381.6","Ciao2a",1109,875,986,382,617,1019,490,463
"ENSMUSG00000032380.10","Dapk2",173,162,136,48,309,250,128,98
"ENSMUSG00000038664.17","Herc1",2218,1962,3123,1077,498,782,350,307
"ENSMUSG00000050503.10","Fbxl22",2697,1564,983,396,11,18,8,4
"ENSMUSG00000032376.13","Usp3",481,364,472,203,469,801,388,317
"ENSMUSG00000032373.16","Car12",1,0,0,1,0,0,1,2
"ENSMUSG00000032375.16","Aph1b",349,231,295,116,36,72,45,34
"ENSMUSG00000053040.14","Aph1c",29,20,70,26,10,15,20,14
"ENSMUSG00000036943.10","Rab8b",476,429,596,181,66,136,93,41
"ENSMUSG00000036781.14","Rps27l",1044,832,866,352,1341,2469,1640,1731
"ENSMUSG00000032370.9","Lactb",569,468,604,276,921,1323,702,487
"ENSMUSG00000032366.16","Tpm1",231864,190918,217949,88679,612,720,398,244
"ENSMUSG00000052698.16","Tln2",3428,3101,3466,1383,207,287,114,113
"ENSMUSG00000091956.3","C2cd4b",1,0,2,4,0,1,0,0
"ENSMUSG00000047990.7","C2cd4a",0,1,5,1,1,0,0,0
"ENSMUSG00000035284.11","Vps13c",2419,2251,3018,1060,455,1098,540,294
"ENSMUSG00000032238.18","Rora",1214,1010,1661,634,955,1722,1000,671
"ENSMUSG00000032235.16","Ice2",309,186,228,77,189,304,170,105
"ENSMUSG00000032231.15","Anxa2",1986,1691,1455,469,463,511,202,140
"ENSMUSG00000011958.18","Bnip2",2802,2284,2421,931,741,1033,545,471
"ENSMUSG00000033543.18","Gtf2a2",686,489,728,271,403,615,487,458
"ENSMUSG00000032224.16","Fam81a",182,191,256,128,45,71,90,38
"ENSMUSG00000032220.11","Myo1e",451,343,322,128,1135,1488,728,318
"ENSMUSG00000032218.8","Ccnb2",31,21,39,4,12,10,7,7
"ENSMUSG00000032217.14","Rnf111",837,683,698,248,327,672,304,181
"ENSMUSG00000032212.11","Sltm",925,755,1040,401,652,930,349,273
"ENSMUSG00000042444.11","Mindy2",2365,2036,2221,836,274,379,216,162
"ENSMUSG00000054693.15","Adam10",1602,1261,1744,590,434,865,512,312
"ENSMUSG00000032207.11","Lipc",10,8,4,4,2981,4314,1759,1538
"ENSMUSG00000032204.14","Aqp9",4,11,3,3,7262,9232,8138,6035
"ENSMUSG00000013584.6","Aldh1a2",306,278,218,54,8,6,3,4
"ENSMUSG00000032199.14","Polr2m",9026,6744,6964,2752,1199,1882,1008,838
"ENSMUSG00000041361.15","Myzap",15128,12815,15054,5778,14,18,24,23
"ENSMUSG00000032232.15","Cgnl1",1625,1401,1469,562,1677,2739,1148,936
"ENSMUSG00000032228.17","Tcf12",1185,877,1095,366,280,669,325,231
"ENSMUSG00000038535.18","Zfp280d",306,257,338,125,81,192,86,42
"ENSMUSG00000032221.15","Mns1",6,4,9,0,1,1,0,0
"ENSMUSG00000090626.10","Tex9",15,9,23,11,6,2,3,0
"ENSMUSG00000037674.17","Rfx7",382,290,326,120,203,302,124,95
"ENSMUSG00000032216.16","Nedd4",16921,13912,19059,7165,3141,6305,4166,2632
"ENSMUSG00000036030.10","Prtg",2,3,2,5,1,1,1,0
"ENSMUSG00000034910.6","Pygo1",1457,1297,1049,452,5,2,6,5
"ENSMUSG00000089865.3","Gm44503",0,2,5,0,2,0,0,0
"ENSMUSG00000079469.12","Pigb",141,120,136,45,72,91,44,19
"ENSMUSG00000098332.3","Pigbos1",97,69,80,25,79,87,64,50
"ENSMUSG00000032202.12","Rab27a",92,90,144,49,31,47,28,21
"ENSMUSG00000092622.9","Khdc3",1,0,0,0,0,2,4,2
"ENSMUSG00000092310.4","Gm20509",3,4,3,0,2,2,0,1
"ENSMUSG00000032215.16","Rsl24d1",510,411,366,145,251,332,139,149
"ENSMUSG00000062151.14","Unc13c",5,8,8,1,4,2,1,1
"ENSMUSG00000044976.18","Wdr72",14,4,8,1,4,3,0,0
"ENSMUSG00000043013.11","Onecut1",0,0,0,0,48,131,90,35
"ENSMUSG00000034858.18","Atosa",514,445,1441,538,1482,1602,1313,1319
"ENSMUSG00000007656.15","Arpp19",1642,1396,1739,678,779,959,498,396
"ENSMUSG00000034593.17","Myo5a",342,294,519,177,11,18,23,9
"ENSMUSG00000033590.9","Myo5c",183,190,233,100,2,6,2,0
"ENSMUSG00000032192.10","Gnb5",428,399,358,148,7,4,3,4
"ENSMUSG00000042688.17","Mapk6",1185,900,909,328,456,872,559,275
"ENSMUSG00000042487.7","Leo1",741,643,353,102,442,753,110,76
"ENSMUSG00000058587.10","Tmod3",1803,1493,1666,595,310,646,292,207
"ENSMUSG00000032186.16","Tmod2",200,156,208,81,0,0,2,0
"ENSMUSG00000032184.6","Lysmd2",242,172,282,79,5,3,5,1
"ENSMUSG00000032181.8","Scg3",5,7,3,0,0,0,1,0
"ENSMUSG00000032179.8","Bmp5",17,13,21,9,70,122,118,49
"ENSMUSG00000007908.15","Hmgcll1",6,4,2,0,1,1,2,1
"ENSMUSG00000032360.17","Hcrtr2",0,1,0,0,124,175,118,72
"ENSMUSG00000032358.13","Fam83b",3,0,0,1,0,0,0,1
"ENSMUSG00000032357.13","Tinag",0,0,0,0,0,0,2,3
"ENSMUSG00000032355.17","Mlip",2638,2027,2810,1063,1,0,0,0
"ENSMUSG00000032352.17","Lrrc1",654,485,570,210,15,15,13,12
"ENSMUSG00000044938.9","Klhl31",3610,2674,2255,772,11,5,2,4
"ENSMUSG00000032350.10","Gclc",473,364,429,163,4006,6639,3230,1755
"ENSMUSG00000032349.14","Elovl5",1115,864,863,346,9399,15502,3095,2254
"ENSMUSG00000001366.15","Fbxo9",776,551,1161,412,946,1410,977,708
"ENSMUSG00000009828.16","Cilk1",560,463,632,213,430,596,232,131
"ENSMUSG00000032348.7","Gsta4",1334,1074,1302,547,452,565,219,370
"ENSMUSG00000074183.4","Gsta1",27,17,30,19,15,23,21,11
"ENSMUSG00000111709.2","Gsta13",10,11,12,5,8,2,4,4
"ENSMUSG00000074179.12","Gsta5",5,2,15,1,0,0,2,0
"ENSMUSG00000057933.11","Gsta2",18,9,19,8,103,159,79,100
"ENSMUSG00000070291.5","Ddx43",0,0,0,0,2,2,2,0
"ENSMUSG00000032344.18","Cgas",39,26,40,14,13,16,8,2
"ENSMUSG00000032342.14","Mto1",825,569,705,271,432,679,245,177
"ENSMUSG00000037742.15","Eef1a1",13559,11237,17856,5922,62073,111923,73412,61151
"ENSMUSG00000049624.15","Slc17a5",244,197,317,109,329,558,555,342
"ENSMUSG00000046186.9","Cd109",69,28,76,42,0,0,0,0
"ENSMUSG00000032332.18","Col12a1",110,94,51,26,34,68,30,19
"ENSMUSG00000032330.8","Cox7a2",8312,6202,7142,2726,2534,4148,2113,2154
"ENSMUSG00000032328.13","Tmem30a",3465,2777,3455,1243,2919,5883,3111,1874
"ENSMUSG00000034898.18","Filip1",3328,3059,2269,772,6,5,5,1
"ENSMUSG00000034252.15","Senp6",1882,1561,1733,599,775,1269,541,413
"ENSMUSG00000033577.19","Myo6",534,402,767,223,874,1430,753,636
"ENSMUSG00000043289.13","Mei4",1,1,2,2,1,0,1,0
"ENSMUSG00000032251.13","Irak1bp1",100,64,91,33,14,13,9,12
"ENSMUSG00000032253.14","Phip",997,828,1107,395,201,337,164,82
"ENSMUSG00000066456.15","Hmgn3",63,47,66,31,15,14,14,7
"ENSMUSG00000032258.16","Lca5",64,61,74,31,9,6,0,7
"ENSMUSG00000032261.17","Sh3bgrl2",211,205,183,60,508,858,731,500
"ENSMUSG00000032262.14","Elovl4",2,4,2,0,0,0,1,5
"ENSMUSG00000038379.16","Ttk",11,3,12,0,1,3,2,2
"ENSMUSG00000032263.15","Bckdhb",977,798,1218,424,1073,1689,833,944
"ENSMUSG00000032265.15","Tent5a",575,420,455,144,172,246,132,78
"ENSMUSG00000035941.16","Ibtk",1438,1031,1525,659,1538,2623,895,799
"ENSMUSG00000035274.14","Tpbg",16,7,10,0,2,1,1,0
"ENSMUSG00000032415.15","Ube3d",45,21,25,17,41,56,21,22
"ENSMUSG00000034973.17","Dop1a",945,758,977,341,350,596,310,196
"ENSMUSG00000056131.14","Pgm3",100,91,116,42,340,613,303,181
"ENSMUSG00000032417.11","Rwdd2a",6,4,14,2,16,14,8,0
"ENSMUSG00000032418.16","Me1",5655,4077,5828,2109,2150,3438,1106,1219
"ENSMUSG00000033491.15","Prss35",14,3,0,5,0,0,0,0
"ENSMUSG00000033419.17","Snap91",233,177,307,103,0,0,2,0
"ENSMUSG00000032872.17","Cyb5r4",1122,948,934,382,594,898,428,413
"ENSMUSG00000056919.10","Cep162",184,150,207,81,48,121,47,25
"ENSMUSG00000032419.9","Tbx18",117,89,172,57,0,0,0,0
"ENSMUSG00000032420.9","Nt5e",305,275,439,147,60,92,59,35
"ENSMUSG00000032422.19","Snx14",694,522,680,226,334,442,197,200
"ENSMUSG00000092541.8","Gm20537",9,7,17,8,10,12,7,3
"ENSMUSG00000032423.14","Syncrip",1214,1077,1292,464,298,580,263,189
"ENSMUSG00000032425.16","Zfp949",206,148,268,83,140,197,68,78
"ENSMUSG00000090693.5","Trim43a",16,12,15,5,15,2,0,1
"ENSMUSG00000079427.11","Mthfsl",121,69,124,42,292,440,236,201
"ENSMUSG00000102037.2","Bcl2a1a",0,3,3,1,3,0,4,4
"ENSMUSG00000066442.18","Mthfs",32,28,53,22,118,127,94,101
"ENSMUSG00000032353.10","Tmed3",671,461,568,173,1074,984,291,171
"ENSMUSG00000032356.13","Rasgrf1",3,1,8,1,0,0,3,0
"ENSMUSG00000032359.15","Ctsh",847,653,874,331,3749,5902,4092,3189
"ENSMUSG00000062270.15","Morf4l1",3639,3033,4073,1661,1827,2709,1823,1411
"ENSMUSG00000032363.16","Adamts7",489,407,855,379,49,66,76,44
"ENSMUSG00000037410.14","Tbc1d2b",229,185,336,134,123,231,225,81
"ENSMUSG00000095654.3","Plscr5",108,122,234,66,2,2,3,2
"ENSMUSG00000032369.14","Plscr1",366,387,469,174,539,2148,259,216
"ENSMUSG00000032372.15","Plscr2",535,521,811,276,210,426,309,345
"ENSMUSG00000074139.9","Plscr1l1",1,0,3,0,0,0,0,1
"ENSMUSG00000032377.9","Plscr4",464,368,703,255,40,61,52,38
"ENSMUSG00000032374.15","Plod2",832,668,1036,366,18,24,12,9
"ENSMUSG00000045414.8","Dipk2a",1810,1324,1291,462,861,2024,585,440
"ENSMUSG00000031129.10","Slc9a9",134,124,241,43,83,134,88,38
"ENSMUSG00000033350.8","Chst2",50,37,65,22,24,35,23,13
"ENSMUSG00000032407.15","U2surp",1334,1025,1465,461,534,937,335,248
"ENSMUSG00000064225.7","Paqr9",2633,1961,2901,1155,7629,10974,3635,2457
"ENSMUSG00000015354.9","Pcolce2",480,346,479,191,44,79,41,22
"ENSMUSG00000032839.14","Trpc1",282,216,300,105,2,6,6,2
"ENSMUSG00000049493.14","Pls1",17,12,4,4,9,29,49,13
"ENSMUSG00000032409.16","Atr",493,388,475,157,127,236,180,148
"ENSMUSG00000032410.14","Xrn1",765,581,1093,439,190,339,168,139
"ENSMUSG00000041440.19","Gk5",107,70,162,42,1,11,8,0
"ENSMUSG00000032411.16","Tfdp2",2116,1908,2937,1233,181,311,271,228
"ENSMUSG00000032412.9","Atp1b3",1503,1183,1516,584,755,830,353,293
"ENSMUSG00000051234.7","Rnf7",1953,1645,1643,686,523,686,361,401
"ENSMUSG00000032413.13","Rasa2",182,133,179,78,34,63,40,40
"ENSMUSG00000040433.17","Zbtb38",1738,1342,1564,491,246,475,225,143
"ENSMUSG00000043587.16","Pxylp1",181,117,163,79,127,162,116,71
"ENSMUSG00000046997.6","Spsb4",394,282,163,53,80,110,38,39
"ENSMUSG00000032449.14","Slc25a36",1723,1346,1251,488,31,50,40,23
"ENSMUSG00000032452.13","Clstn2",29,38,55,27,2,7,4,5
"ENSMUSG00000032456.14","Nmnat3",577,517,756,279,92,165,180,132
"ENSMUSG00000046402.11","Rbp1",210,190,211,88,459,419,451,288
"ENSMUSG00000032454.10","Rbp2",0,0,0,0,1,0,37,3
"ENSMUSG00000032458.7","Copb2",3104,2599,3424,1361,2852,4189,2017,1278
"ENSMUSG00000032459.10","Mrps22",645,433,508,186,398,699,261,164
"ENSMUSG00000032463.11","Faim",119,67,112,40,91,137,64,68
"ENSMUSG00000044860.10","Gm1123",2,1,2,0,1,1,6,0
"ENSMUSG00000032462.15","Pik3cb",516,413,662,223,210,345,314,206
"ENSMUSG00000056267.15","Cep70",134,113,196,69,44,66,28,29
"ENSMUSG00000037681.14","Esyt3",6,17,6,4,2,1,5,0
"ENSMUSG00000032470.18","Mras",322,221,223,83,78,87,74,35
"ENSMUSG00000032468.12","Armc8",1090,845,1095,377,308,439,276,224
"ENSMUSG00000032469.13","Dbr1",163,145,178,58,175,217,132,90
"ENSMUSG00000037784.15","Dzip1l",109,92,131,51,9,25,3,6
"ENSMUSG00000032473.14","Cldn18",0,0,0,0,3,4,5,1
"ENSMUSG00000044244.19","Il20rb",44,43,90,24,15,18,21,7
"ENSMUSG00000032475.16","Nck1",912,774,799,284,387,695,203,160
"ENSMUSG00000070287.4","Slc35g2",82,76,95,38,5,7,3,10
"ENSMUSG00000037286.16","Stag1",1014,750,1080,363,556,878,371,284
"ENSMUSG00000032527.14","Pccb",3048,2646,3357,1449,3528,5641,2695,2331
"ENSMUSG00000066415.5","Msl2",1112,840,1116,401,546,780,272,216
"ENSMUSG00000043154.16","Ppp2r3a",7420,5765,9730,4519,269,371,256,163
"ENSMUSG00000032537.16","Ephb1",98,51,96,42,3,0,0,3
"ENSMUSG00000035606.9","Ky",486,353,771,398,0,1,0,0
"ENSMUSG00000032534.19","Cep63",1235,980,1093,450,260,283,129,114
"ENSMUSG00000035048.14","Anapc13",1186,942,1123,404,720,861,363,369
"ENSMUSG00000032531.16","Amotl2",2210,1645,1959,659,412,609,368,237
"ENSMUSG00000032547.13","Ryk",1609,1289,1332,458,696,1048,568,478
"ENSMUSG00000032548.15","Slco2a1",111,87,155,67,1166,1806,589,271
"ENSMUSG00000032549.8","Rab6b",527,477,752,217,14,25,16,9
"ENSMUSG00000032553.15","Srprb",1248,1063,927,393,855,1128,311,188
"ENSMUSG00000032554.16","Trf",1669,1282,1349,425,457530,720192,294264,169550
"ENSMUSG00000033688.11","Inhca",13,10,7,6,12365,18560,9098,6809
"ENSMUSG00000032555.11","Topbp1",491,434,623,196,191,363,142,128
"ENSMUSG00000032803.16","Cdv3",4747,4211,3693,1196,1850,2770,1513,1088
"ENSMUSG00000032556.12","Bfsp2",7,5,0,0,0,0,0,0
"ENSMUSG00000042757.17","Tmem108",88,64,79,26,3,20,13,6
"ENSMUSG00000032558.20","Nphp3",84,75,113,29,39,84,52,38
"ENSMUSG00000101152.2","Gm28305",0,2,0,0,1,3,3,0
"ENSMUSG00000090150.11","Acad11",3076,2589,3479,1037,2892,4281,3134,2401
"ENSMUSG00000032560.15","Dnajc13",1824,1557,1675,694,579,1204,582,406
"ENSMUSG00000032561.16","Acp3",0,7,3,1,170,577,128,91
"ENSMUSG00000032564.17","Cpne4",4,7,4,5,0,0,0,0
"ENSMUSG00000032563.17","Mrpl3",1196,902,1133,407,105,210,111,128
"ENSMUSG00000032565.10","Nudt16",163,113,170,57,73,93,124,94
"ENSMUSG00000035032.13","Nek11",2,0,1,0,1,3,0,1
"ENSMUSG00000032567.17","Aste1",89,85,77,34,35,64,26,15
"ENSMUSG00000032570.18","Atp2c1",1588,1322,1670,584,540,1045,533,311
"ENSMUSG00000032571.15","Pik3r4",748,634,811,292,409,582,276,222
"ENSMUSG00000043719.15","Col6a6",188,171,454,187,15,12,16,7
"ENSMUSG00000091345.11","Col6a5",3,2,11,3,6,8,7,2
"ENSMUSG00000020257.14","Wdr82",1859,1461,1232,491,952,1583,578,439
"ENSMUSG00000020253.16","Ppm1m",215,154,243,77,269,309,210,176
"ENSMUSG00000023277.14","Twf2",5409,4194,5831,1518,73,78,43,34
"ENSMUSG00000045322.11","Tlr9",21,16,38,18,3,7,7,4
"ENSMUSG00000032786.17","Alas1",8109,7183,4097,2060,4283,3616,9863,7921
"ENSMUSG00000023345.18","Poc1a",126,98,146,44,52,58,24,48
"ENSMUSG00000053716.10","Dusp7",1425,1207,2218,773,46,70,72,27
"ENSMUSG00000048758.15","Rpl29",1594,1369,1551,644,1660,1950,611,522
"ENSMUSG00000023262.14","Acy1",302,231,283,107,541,642,510,494
"ENSMUSG00000042210.19","Abhd14a",449,311,400,117,322,381,138,111
"ENSMUSG00000042073.16","Abhd14b",159,127,150,46,946,1374,1423,1219
"ENSMUSG00000023495.14","Pcbp4",2022,1664,1456,562,203,155,239,121
"ENSMUSG00000091735.3","Gpr62",2,1,3,0,0,0,0,0
"ENSMUSG00000023249.16","Parp3",1632,1288,1632,575,510,898,440,248
"ENSMUSG00000041506.16","Rrp9",558,497,594,198,176,174,90,79
"ENSMUSG00000040813.17","Tex264",1024,815,957,364,1365,1482,1003,732
"ENSMUSG00000040661.7","Rad54l2",911,737,768,320,584,761,574,315
"ENSMUSG00000040325.17","Dcaf1",142,112,104,46,22,71,55,25
"ENSMUSG00000032575.17","Manf",1033,684,325,151,5916,5950,890,583
"ENSMUSG00000039716.13","Dock3",4,8,2,9,4,2,0,1
"ENSMUSG00000032577.17","Mapkapk3",1289,1052,885,335,76,160,67,18
"ENSMUSG00000032578.8","Cish",389,412,324,111,30,92,138,89
"ENSMUSG00000032579.15","Hemk1",515,425,529,177,202,235,201,219
"ENSMUSG00000037977.7","6430571L13Rik",182,148,174,63,17,26,6,9
"ENSMUSG00000010066.17","Cacna2d2",114,69,78,36,0,1,3,0
"ENSMUSG00000010045.3","Tmem115",713,580,586,234,613,804,309,186
"ENSMUSG00000037190.13","Cyb561d2",65,69,75,31,189,247,149,94
"ENSMUSG00000010057.9","Nprl2",414,319,328,147,383,455,223,168
"ENSMUSG00000010044.13","Zmynd10",0,0,2,0,3,6,2,9
"ENSMUSG00000010067.14","Rassf1",179,155,210,50,53,93,25,16
"ENSMUSG00000010047.13","Hyal2",911,768,774,207,821,1150,792,501
"ENSMUSG00000010048.11","Ifrd2",1016,881,1074,347,616,834,384,226
"ENSMUSG00000103409.3","Lsmem2",955,738,577,214,4,1,2,0
"ENSMUSG00000057969.16","Sema3b",1074,810,1311,395,12,15,25,22
"ENSMUSG00000032562.14","Gnai2",6020,4978,5806,2271,1743,2116,1254,934
"ENSMUSG00000010064.16","Slc38a3",3736,2995,2652,893,18562,27730,24365,20294
"ENSMUSG00000034837.13","Gnat1",1,3,1,1,109,171,132,102
"ENSMUSG00000034684.13","Sema3f",756,618,540,144,81,128,54,29
"ENSMUSG00000032580.13","Rbm5",1831,1458,1478,545,750,1164,340,267
"ENSMUSG00000032582.15","Rbm6",1150,939,1126,408,701,809,326,234
"ENSMUSG00000032583.8","Mon1a",399,350,398,143,394,523,218,115
"ENSMUSG00000032584.13","Mst1r",153,108,104,36,4,4,3,1
"ENSMUSG00000032586.10","Traip",19,20,15,7,6,5,4,3
"ENSMUSG00000032596.15","Uba7",556,391,747,216,206,297,149,124
"ENSMUSG00000079323.10","Gm20661",6,6,4,1,0,2,0,0
"ENSMUSG00000032595.11","Cdhr4",3,6,1,0,0,0,0,0
"ENSMUSG00000032594.12","Ip6k1",1235,1076,1355,490,977,1235,762,524
"ENSMUSG00000070284.11","Gmppb",151,164,164,73,606,704,199,161
"ENSMUSG00000041528.17","Rnf123",1527,1383,1390,620,688,1034,444,395
"ENSMUSG00000032591.16","Mst1",0,0,0,0,2095,1921,800,687
"ENSMUSG00000032590.15","Apeh",1003,770,1032,366,1271,1573,908,716
"ENSMUSG00000032589.15","Bsn",3,1,2,3,0,2,2,0
"ENSMUSG00000039952.16","Dag1",16193,13603,14109,5428,1283,2399,1324,749
"ENSMUSG00000032606.8","Nicn1",593,480,666,271,357,439,219,165
"ENSMUSG00000032607.13","Amt",181,107,146,73,1424,1728,514,377
"ENSMUSG00000039461.13","Tcta",1556,1066,1856,745,462,547,220,208
"ENSMUSG00000007815.14","Rhoa",4440,3636,4312,1613,1846,2846,1385,985
"ENSMUSG00000063856.9","Gpx1",95,97,128,20,3331,3363,2257,1912
"ENSMUSG00000032612.15","Usp4",2651,2293,2649,971,1851,2462,1228,961
"ENSMUSG00000032611.10","1700102P08Rik",39,31,20,9,7,16,8,2
"ENSMUSG00000032609.13","Klhdc8b",205,177,209,85,105,68,72,63
"ENSMUSG00000049305.7","Ccdc71",620,495,527,193,419,613,249,172
"ENSMUSG00000052911.10","Lamb2",10779,10120,12182,4692,75,115,64,32
"ENSMUSG00000006676.18","Usp19",4590,3622,4571,1569,1368,1994,729,460
"ENSMUSG00000032604.17","Qars1",1800,1360,1790,676,1159,1601,850,562
"ENSMUSG00000006673.15","Qrich1",1405,1198,1387,488,659,1143,489,371
"ENSMUSG00000062867.14","Impdh2",745,652,730,301,739,817,441,358
"ENSMUSG00000070283.5","Ndufaf3",915,647,726,248,183,218,167,120
"ENSMUSG00000019039.15","Dalrd3",431,375,453,209,532,744,383,271
"ENSMUSG00000066357.7","Wdr6",497,413,552,218,252,280,258,115
